kind	source_file	path	original_sl	corrected_sl	notes
json	data/kpi.json	kpi.4.coaching_vprasanja.2	Ali si govoril s pravim odločevalcem, ali samo s posrednikom?		
json	data/kpi.json	kpi.4.meri	Hitrost odločanja in vodenje pipeline-a.		
json	data/kpi.json	kpi.4.naziv	Dolžina prodajnega cikla		
json	data/kpi.json	kpi.4.norma	EPR storitve: 2-6 mesecev za nove stranke, 1-3 mesece za obstoječe.		
json	data/kpi.json	kpi.4.tipicna_napaka	Sprejeti 'še se nismo odločili' brez naslednjega koraka.		
json	data/kpi.json	kpi.5.coaching_vprasanja.0	Kateri razlog izgube se ponavlja in kaj se da iz tega naučiti?		
json	data/kpi.json	kpi.5.coaching_vprasanja.1	Ali izgubljamo zaradi cene ali zaradi nezmožnosti dokazati vrednost?		
json	data/kpi.json	kpi.5.coaching_vprasanja.2	Kateri konkurent nas premaguje in s čim?		
json	data/kpi.json	kpi.5.meri	Realne vzroke izgub — za izboljšave, ne za kaznovanje.		
json	data/kpi.json	kpi.5.naziv	Razlogi za izgubljene posle		
json	data/kpi.json	kpi.5.norma	Vsak izgubljen posel mora imeti kategorijo razloga.		
json	data/kpi.json	kpi.5.tipicna_napaka	Splošno 'cena' brez konteksta. Cena ni razlog — cena pri zaznani vrednosti X.		
json	data/kpi.json	kpi.6.coaching_vprasanja.0	Ali je aktivnost konsistentna ali skoki?		
json	data/kpi.json	kpi.6.coaching_vprasanja.1	Kje aktivnost ne prinaša rezultatov?		
json	data/kpi.json	kpi.6.coaching_vprasanja.2	Kakšno razmerje aktivnosti je pri tvojih najboljših prodajalcih?		
json	data/kpi.json	kpi.6.meri	Klici, sestanki, follow-upi.		
json	data/kpi.json	kpi.6.naziv	Aktivnost po prodajalcu		
json	data/kpi.json	kpi.6.norma	Odvisno od profila. Junior več aktivnosti, senior manj a večji posli.		
json	data/kpi.json	kpi.6.tipicna_napaka	Šteti aktivnost kot cilj, ne kot sredstvo. Več klicev brez rezultata ni boljše.		
json	data/kpi.json	kpi.7.coaching_vprasanja.0	Kdaj v sestanku se z stranko dogovoriš za naslednji korak?		
json	data/kpi.json	kpi.7.coaching_vprasanja.1	Kaj narediš, če stranka ne želi določiti datuma?		
json	data/kpi.json	kpi.7.coaching_vprasanja.2	Katere priložnosti so 'mrtve' v CRM, čeprav so označene kot odprte?		
json	data/kpi.json	kpi.7.meri	Kakovost vodenja pipeline-a.		
json	data/kpi.json	kpi.7.naziv	Delež priložnosti z naslednjo aktivnostjo		
json	data/kpi.json	kpi.7.norma	100 % odprtih priložnosti mora imeti datum in konkretno aktivnost.		
json	data/kpi.json	kpi.7.tipicna_napaka	Priložnost je 'odprta', a datum naslednjega koraka je v preteklosti.		
json	data/kpi.json	kpi.8.coaching_vprasanja.0	Bi nekdo drug iz tvojih CRM zapisov razumel, kje je posel in kaj naprej?		
json	data/kpi.json	kpi.8.coaching_vprasanja.1	Ali bi po dveh tednih sam razumel svoje zapise?		
json	data/kpi.json	kpi.8.coaching_vprasanja.2	Ali zapisuješ povzetke takoj ali šele ob koncu tedna?		
json	data/kpi.json	kpi.8.meri	Ali so podatki uporabni za vodenje in napoved.		
json	data/kpi.json	kpi.8.naziv	Kakovost CRM zapisov		
json	data/kpi.json	kpi.8.norma	Vsi obvezni zapisi v fazi prisotni. Povzetki sestankov dolžine vsaj 5 vrstic.		
json	data/kpi.json	kpi.8.tipicna_napaka	Zapisi se delajo retroaktivno, polna polovica polj prazna, povzetki niso uporabni.		
json	data/odlocevalci.json	_opis	Tipi odločevalcev / sogovornikov pri stranki. Vsak želi slišati drugačno zgodbo.		
json	data/odlocevalci.json	odlocevalci.0.kaj_jih_skrbi	Manj težav v vsakdanjem delu, manj prekinitev, manj prostora za odpadke, jasne odgovornosti, zanesljivi izvajalci.		
json	data/odlocevalci.json	odlocevalci.0.kljucna_vprasanja.0	Kdo pri vas dnevno skrbi za odpadke?		
json	data/odlocevalci.json	odlocevalci.0.kljucna_vprasanja.1	Kje vas največkrat zatakne — prostor, odvoz, dokumentacija?		
json	data/odlocevalci.json	odlocevalci.0.kljucna_vprasanja.2	Kdo vas pokliče, ko gre kaj narobe?		
json	data/odlocevalci.json	odlocevalci.0.naziv	Operativa / vodja proizvodnje / vodja logistike		
json	data/odlocevalci.json	odlocevalci.0.ne_govori_jim_o.0	abstraktnih ESG trendih		
json	data/odlocevalci.json	odlocevalci.0.ne_govori_jim_o.1	kompleksnih pravnih razlagah		
json	data/odlocevalci.json	odlocevalci.0.pravi_argumenti.0	Manj klicev z izvajalci in zbiralci.		
json	data/odlocevalci.json	odlocevalci.0.pravi_argumenti.1	Jasno določene odgovornosti in roki odvozov.		
json	data/odlocevalci.json	odlocevalci.0.pravi_argumenti.2	En kontakt namesto več dobaviteljev.		
json	data/odlocevalci.json	odlocevalci.0.pravi_argumenti.3	Praktične rešitve za prostor in pretok odpadkov.		
json	data/odlocevalci.json	odlocevalci.1.kaj_jih_skrbi	Nadzor stroškov, predvidljivost, pogodbene jasnosti, primerljive ponudbe, neto učinek na bilanco.		
json	data/odlocevalci.json	odlocevalci.1.kljucna_vprasanja.0	Kako trenutno predvidite letne stroške ravnanja z odpadki in EPR taksami?		
json	data/odlocevalci.json	odlocevalci.1.kljucna_vprasanja.1	Ali imate jasen pregled, koliko plačujete kateremu izvajalcu?		
json	data/odlocevalci.json	odlocevalci.1.kljucna_vprasanja.2	Kateri del trenutno najbolj niha?		
json	data/odlocevalci.json	odlocevalci.1.naziv	Finance / kontroling / nabava		
json	data/odlocevalci.json	odlocevalci.1.ne_govori_jim_o.0	operativnih detajlih, ki jih ne zanimajo		
json	data/odlocevalci.json	odlocevalci.1.ne_govori_jim_o.1	neformalnih dogovorih		
json	data/odlocevalci.json	odlocevalci.1.pravi_argumenti.0	Predvidljivi mesečni stroški namesto skokov.		
json	data/odlocevalci.json	odlocevalci.1.pravi_argumenti.1	En račun, ena pogodba, en nasprotni stranek.	En račun, ena pogodba, ena nasprotna stranka.	slovnica: 'en nasprotni stranek' → 'ena nasprotna stranka'
json	data/odlocevalci.json	odlocevalci.1.pravi_argumenti.2	Možnost paketov in popustov pri večletnih dogovorih.		
json	data/odlocevalci.json	odlocevalci.1.pravi_argumenti.3	Manj skritih stroškov zaradi napačnega ravnanja ali kazni.		
json	data/odlocevalci.json	odlocevalci.2.kaj_jih_skrbi	Manj tveganja, zunanji ugled, skladnost, da ne pride do težav, dobro ime, regionalni nastop.		
json	data/odlocevalci.json	odlocevalci.2.kljucna_vprasanja.0	Kje vidite največja tveganja v naslednjem letu?		
json	data/odlocevalci.json	odlocevalci.2.kljucna_vprasanja.1	Ali kupci že zahtevajo trajnostna poročila?		
json	data/odlocevalci.json	odlocevalci.2.kljucna_vprasanja.2	Kdo pri vas spremlja spremembe zakonodaje?		
json	data/odlocevalci.json	odlocevalci.2.naziv	Vodstvo / direktor / lastnik		
json	data/odlocevalci.json	odlocevalci.2.ne_govori_jim_o.0	detajlih operative		
json	data/odlocevalci.json	odlocevalci.2.ne_govori_jim_o.1	tehničnih specifikacijah		
json	data/odlocevalci.json	odlocevalci.2.pravi_argumenti.0	Manj tveganja pri inšpekcijah in spremembah zakonodaje.		
json	data/odlocevalci.json	odlocevalci.2.pravi_argumenti.1	Profesionalen partner z znanimi referencami.		
json	data/odlocevalci.json	odlocevalci.2.pravi_argumenti.2	Pomoč pri ESG poročanju za kupce in banke.		
json	data/odlocevalci.json	odlocevalci.2.pravi_argumenti.3	Ena rešitev za vse trge, kjer ste prisotni.		
json	data/odlocevalci.json	odlocevalci.3.kaj_jih_skrbi	Skladnost, pravilna dokumentacija, sledljivost, podpora pri spremembah zakonodaje, strokoven partner.		
json	data/odlocevalci.json	odlocevalci.3.kljucna_vprasanja.0	Kateri zakonski okvir vas trenutno najbolj obremenjuje?		
json	data/odlocevalci.json	odlocevalci.3.kljucna_vprasanja.1	Kako spremljate spremembe zakonodaje?		
json	data/odlocevalci.json	odlocevalci.3.kljucna_vprasanja.2	Kakšna dokumentacija vam manjka, ko pride inšpektor?		
json	data/odlocevalci.json	odlocevalci.3.naziv	HSE / sustainability / pravna služba		
json	data/odlocevalci.json	odlocevalci.3.ne_govori_jim_o.0	zgolj o ceni		
json	data/odlocevalci.json	odlocevalci.3.pravi_argumenti.0	Točna in pravočasna poročila.		
json	data/odlocevalci.json	odlocevalci.3.pravi_argumenti.1	Spremljanje zakonodaje in opozarjanje na spremembe.		
json	data/odlocevalci.json	odlocevalci.3.pravi_argumenti.2	Dokumentacija primerna za inšpekcijo in revizijo.		
json	data/odlocevalci.json	odlocevalci.3.pravi_argumenti.3	Pomoč pri Made for Recycling, recyclability, ESG vprašalnikih.		
json	data/onboarding.json	_filozofija	Cilj prvih 90 dni ni 'pokriti vse'. Cilj je, da je v 90. dnevu novinec sposoben SAMOSTOJNO voditi sestanek pri stranki srednje kompleksnosti in pripraviti ponudbo. Vse drugo se doda kasneje.		
json	data/onboarding.json	_opis	Načrt za prvih 90 dni novega komercialista v EPR ekipi. Pokrije znanje, opazovanje, samostojno delo, samostojno prodajo. Vodja označi opravljene točke skupaj z novincem.		
json	data/onboarding.json	obdobja.0.cilj	Razumeti, kaj Interzero prodaja, komu in zakaj. Razumeti razliko EPR/ERP.		
json	data/onboarding.json	obdobja.0.naloge.0.naziv	Preberi spletno stran interzero.si, interzero.hr, interzero.rs		
json	data/onboarding.json	obdobja.0.naloge.1.naziv	Preberi Glosar EPR pojmov v aplikaciji — vse kategorije		
json	data/onboarding.json	obdobja.0.naloge.2.naziv	Razumi razliko EPR vs ERP — preveri z vodjo		
json	data/onboarding.json	obdobja.0.naloge.3.naziv	Spoznaj ekipo — vsak član v 15 minutah pove, kaj dela		
json	data/onboarding.json	obdobja.0.naloge.5.naziv	Preberi modul Vodič — vse faze po vrsti		
json	data/onboarding.json	obdobja.0.naloge.6.naziv	Preberi modul Proces — 10 faz prodaje		
json	data/onboarding.json	obdobja.0.naziv	Teden 1 — Osnove podjetja in pojmov		
json	data/onboarding.json	obdobja.0.preverljiv_rezultat	V 15 minutah samostojno razložim, kaj je EPR, komu prodajamo in zakaj. Naštejem 4 pakete storitev.		
json	data/onboarding.json	obdobja.0.trajanje	1.–7. dan		
json	data/onboarding.json	obdobja.1.cilj	Razumeti, kdo so naše stranke in kdo pri njih odloča.		
json	data/onboarding.json	obdobja.1.naloge.0.naziv	Preberi modul Panoge — vseh 8 segmentov		
json	data/onboarding.json	obdobja.1.naloge.1.naziv	Preberi modul Odločevalci — 4 tipi sogovornikov		
json	data/onboarding.json	obdobja.1.naloge.2.naziv	Z vodjo preglej 5 obstoječih strank — za vsako: panoga, odločevalec, kako smo zaprli		
json	data/onboarding.json	obdobja.1.naloge.3.naziv	Preberi modul Reference / case studies — vsaj 5 primerov		
json	data/onboarding.json	obdobja.1.naloge.4.naziv	Preberi modul Ugovori — vse kategorije		
json	data/onboarding.json	obdobja.1.naloge.5.naziv	Preberi modul Konkurenca — battlecards		
json	data/onboarding.json	obdobja.1.naziv	Teden 2 — Panoge in odločevalci		
json	data/onboarding.json	obdobja.1.preverljiv_rezultat	Za 3 različne panoge naštejem tipične bolečine in glavnega odločevalca.		
json	data/onboarding.json	obdobja.1.trajanje	8.–14. dan		
json	data/onboarding.json	obdobja.2.cilj	Iti na realne sestanke z izkušenim komercialistom. Opazovati, ne govoriti.		
json	data/onboarding.json	obdobja.2.naloge.0.naziv	Udeleži se vsaj 5 sestankov z izkušenim komercialistom		
json	data/onboarding.json	obdobja.2.naloge.1.naziv	Po vsakem sestanku 30 minut debrief: kaj je delovalo, kaj ne, zakaj		
json	data/onboarding.json	obdobja.2.naloge.2.naziv	Bodite tihi opazovalec — predstavi se na začetku, potem samo poslušaj	Bodi tih opazovalec — predstavi se na začetku, potem samo poslušaj	slog/doslednost: ostali ukazi so v 2. os. ed. (ti); 'Bodite' → 'Bodi tih opazovalec'
json	data/onboarding.json	obdobja.2.naloge.3.naziv	Vodi zapiske: 3 dobesedne stavke komercialista, ki so dobro delovali		
json	data/onboarding.json	obdobja.2.naloge.4.naziv	Vodi zapiske: 3 ugovorov stranke in kako jih je komercialist obravnaval	Vodi zapiske: 3 ugovore stranke in kako jih je komercialist obravnaval	slovnica: ob števniku 3 tožilnik množine → '3 ugovore'
json	data/onboarding.json	obdobja.2.naloge.5.naziv	Sestavi svoj seznam 10 najprimernejših discovery vprašanj za EPR sestanke		
json	data/onboarding.json	obdobja.2.preverljiv_rezultat	Vodja oceni, da bi te v naslednjem mesecu poslal sam na sestanek pri majhni stranki.		
json	data/onboarding.json	obdobja.2.trajanje	15.–28. dan		
json	data/onboarding.json	obdobja.3.cilj	Vodi prve sestanke sam, ob podpori vodje.		
json	data/onboarding.json	obdobja.3.naloge.1.naziv	Izpolni Discovery obrazec za vsak sestanek pred odhodom		
json	data/onboarding.json	obdobja.3.naloge.3.naziv	Po vsakem sestanku z vodjo: kaj je delovalo, kaj bi naredil drugače		
json	data/onboarding.json	obdobja.3.naloge.4.naziv	Pošlji follow-up email v 24 urah po vsakem sestanku		
json	data/onboarding.json	obdobja.3.naloge.5.naziv	Vpisi vsako stranko v modul Stranke z naslednjim korakom in datumom	Vpiši vsako stranko v modul Stranke z naslednjim korakom in datumom	črkovanje: velelnik 'Vpisi' → 'Vpiši'
json	data/onboarding.json	obdobja.3.naziv	Tedna 5-6 — Prvi samostojni sestanki		
json	data/onboarding.json	obdobja.3.preverljiv_rezultat	Lahko pripeljem stranko od prvega stika do potrjenega obsega ponudbe brez vmesne pomoči.		
json	data/onboarding.json	obdobja.3.trajanje	29.–42. dan		
json	data/onboarding.json	obdobja.4.cilj	Pripraviš prvo lastno ponudbo, od konca do konca.		
json	data/onboarding.json	obdobja.4.naloge.0.naziv	Pripravi 3 izračune EPR takse v modulu Kalkulacije		
json	data/onboarding.json	obdobja.4.naloge.2.naziv	Pripravi prvo ponudbo v modulu Ponudba z živim predogledom		
json	data/onboarding.json	obdobja.4.naloge.3.naziv	Pregled ponudbe z vodjo PRED pošiljanjem stranki		
json	data/onboarding.json	obdobja.4.naziv	Tedna 7-8 — Prvi izračuni in ponudbe		
json	data/onboarding.json	obdobja.4.preverljiv_rezultat	Samostojno pripravim ponudbo za stranko srednje kompleksnosti v 4 urah.		
json	data/onboarding.json	obdobja.4.trajanje	43.–56. dan		
json	data/onboarding.json	obdobja.5.cilj	Naučiš se obravnavati ugovore in zaključevati posel.		
json	data/onboarding.json	obdobja.5.naloge.0.naziv	Roleplay z vodjo: 10 različnih ugovorov, AVO formula		
json	data/onboarding.json	obdobja.5.naloge.1.naziv	Pregled svojih sestankov s vidika ugovorov: katere si dobro obravnaval, katere ne		
json	data/onboarding.json	obdobja.5.naloge.2.naziv	Vodi pogovor o ceni s stranko, ne padaj v popust avtomatsko		
json	data/onboarding.json	obdobja.5.naziv	Tedna 9-10 — Soočenje z ugovori in zaključevanje		
json	data/onboarding.json	obdobja.5.preverljiv_rezultat	Imel sem vsaj en zaključen posel — zmago ali pošteno izgubo s konkretnim razlogom.		
json	data/onboarding.json	obdobja.5.trajanje	57.–70. dan		
json	data/onboarding.json	obdobja.6.cilj	Gradiš lasten pipeline. Disciplina CRM zapisov.		
json	data/onboarding.json	obdobja.6.naloge.0.naziv	Vodi 10+ aktivnih strank v modulu Stranke		
json	data/onboarding.json	obdobja.6.naloge.1.naziv	Vsaka aktivna stranka ima naslednji korak z DATUMOM		
json	data/onboarding.json	obdobja.6.naloge.2.naziv	Tedenski pregled pipeline-a z vodjo		
json	data/onboarding.json	obdobja.6.naloge.3.naziv	Aktivna prospektacija — vsaj 5 novih lead-ov na teden		
json	data/onboarding.json	obdobja.6.naziv	Tedna 11-12 — Lasten pipeline in CRM disciplina		
json	data/onboarding.json	obdobja.6.preverljiv_rezultat	Vodim aktiven pipeline z disciplino CRM zapisov, brez 'mrtvih' priložnosti.		
json	data/onboarding.json	obdobja.6.trajanje	71.–84. dan		
json	data/onboarding.json	obdobja.7.cilj	Skupaj z vodjo oceniti, kje si močan, kje treba dopolniti.		
json	data/onboarding.json	obdobja.7.naloge.0.naziv	Pregled rezultatov: koliko sestankov, koliko ponudb, koliko zmag/izgub		
json	data/onboarding.json	obdobja.7.naloge.1.naziv	Pregled močnih in šibkih točk z vodjo		
json	data/onboarding.json	obdobja.7.naloge.2.naziv	Načrt za naslednje 3 mesece: kateri segmenti, koliko strank, kateri cilji		
json	data/onboarding.json	obdobja.7.naziv	90-dnevni pregled		
json	data/onboarding.json	obdobja.7.preverljiv_rezultat	Nov komercialist samostojno deluje. Vodja preide iz mentorja v običajnega vodjo.		
json	data/onboarding.json	obdobja.7.trajanje	85.–90. dan		
json	data/onboarding.json	podporne_aktivnosti.0.kaj	Pregled napredka, blokade, vprašanja, plan za naslednji teden.		
json	data/onboarding.json	podporne_aktivnosti.0.naziv	Tedenski 1:1 z vodjo		
json	data/onboarding.json	podporne_aktivnosti.0.ritem	Vsak teden 30 minut		
json	data/onboarding.json	podporne_aktivnosti.1.kaj	Novinec predstavi en sestanek — kaj je delovalo, kaj se je naučil. Ekipa komentira.		
json	data/onboarding.json	podporne_aktivnosti.1.naziv	Mesečno deljenje primerov v ekipi		
json	data/onboarding.json	podporne_aktivnosti.1.ritem	1x mesečno		
json	data/onboarding.json	podporne_aktivnosti.2.kaj	Novinec ima dostop do zadnjih 10 zmag in 10 izgub, da razume vzorce.		
json	data/onboarding.json	podporne_aktivnosti.2.naziv	Dostop do zaprtih poslov		
json	data/panoge.json	_opis	Panoge / segmenti strank. Vsaka panoga ima tipične bolečine, sogovornika in storitve, ki jih najbolj zanimajo.		
json	data/panoge.json	panoge.0.bolecine.0	Veliki letni stroški EPR takse zaradi obsega embalaže.		
json	data/panoge.json	panoge.0.bolecine.1	Pogoste spremembe v izdelkih → ponovno klasificiranje embalaže.		
json	data/panoge.json	panoge.0.kljucne_storitve.0	EPR shema		
json	data/panoge.json	panoge.0.kljucne_storitve.1	analiza embalaže		
json	data/panoge.json	panoge.0.kljucne_storitve.2	Made for Recycling certifikat		
json	data/panoge.json	panoge.0.kljucne_storitve.3	poročanje		
json	data/panoge.json	panoge.0.kljucne_storitve.4	ESG podpora		
json	data/panoge.json	panoge.0.naziv	FMCG / proizvodnja hitro premikajočega blaga		
json	data/panoge.json	panoge.0.tipicna_velikost	Srednje do veliko podjetje, več SKU-jev, večina embalaže potrošniška.		
json	data/panoge.json	panoge.1.bolecine.0	Velike količine kartona in folije iz dobavnih verig.		
json	data/panoge.json	panoge.1.bolecine.1	Logistika odpadkov med skladišči in trgovinami.		
json	data/panoge.json	panoge.1.bolecine.2	Različni dobavitelji odpadkov na različnih lokacijah.		
json	data/panoge.json	panoge.1.kljucne_storitve.0	ravnanje z odpadki		
json	data/panoge.json	panoge.1.kljucne_storitve.1	odkup sekundarnih surovin		
json	data/panoge.json	panoge.1.kljucne_storitve.3	regionalna izvedba		
json	data/panoge.json	panoge.1.naziv	Trgovina / distribucija		
json	data/panoge.json	panoge.1.tipicna_velikost	Velik volumen transportne embalaže, več lokacij.		
json	data/panoge.json	panoge.10.bolecine.0	Gradbene odpadke ureja posebna zakonodaja, pogosto nejasna.		
json	data/panoge.json	panoge.10.bolecine.2	Sezonska nihanja v količinah.		
json	data/panoge.json	panoge.10.naziv	Gradbeništvo / proizvodnja gradbenih materialov		
json	data/panoge.json	panoge.10.tipicna_velikost	Velike količine odpadkov, mešani materiali, gradbišča kot začasne lokacije.		
json	data/panoge.json	panoge.11.bolecine.0	Veliko embalaže za živila — strogi predpisi varnosti hrane.		
json	data/panoge.json	panoge.11.bolecine.1	Bio odpadki iz proizvodnje.		
json	data/panoge.json	panoge.11.bolecine.2	Trgovske verige zahtevajo Made for Recycling, manj plastike.		
json	data/panoge.json	panoge.11.bolecine.3	Sezonska nihanja in pokvarljivost izdelkov vplivajo na embalažo.		
json	data/panoge.json	panoge.11.kljucne_storitve.2	ravnanje z bio odpadki		
json	data/panoge.json	panoge.11.naziv	Živilska industrija / agrarno predelovalstvo		
json	data/panoge.json	panoge.11.tipicna_velikost	Različno — od družinskih obratov do industrijskih predelovalcev.		
json	data/panoge.json	panoge.12.bolecine.0	Veliko kartonske embalaže in plastičnih folij.		
json	data/panoge.json	panoge.12.bolecine.1	Reusable packaging — zahteva velikih kupcev.		
json	data/panoge.json	panoge.12.bolecine.3	Pakiranje za varen transport vs. minimiziranje materiala.		
json	data/panoge.json	panoge.12.kljucne_storitve.0	EPR embalaža		
json	data/panoge.json	panoge.12.naziv	Logistika / dostava / kurirske storitve		
json	data/panoge.json	panoge.2.bolecine.1	Stranke pričakujejo trajnostne pristope.		
json	data/panoge.json	panoge.2.bolecine.2	Zapleten obračun po vrstah embalaže.		
json	data/panoge.json	panoge.2.kljucne_storitve.0	EPR v več državah		
json	data/panoge.json	panoge.2.kljucne_storitve.3	optimizacija embalaže		
json	data/panoge.json	panoge.2.naziv	E-commerce / spletna trgovina		
json	data/panoge.json	panoge.2.tipicna_velikost	Hitro rastoča, veliko različnih embalažnih materialov, mednarodna prodaja.		
json	data/panoge.json	panoge.3.bolecine.0	Več hkratnih EPR shem: embalaža, EE-oprema, baterije.		
json	data/panoge.json	panoge.3.bolecine.1	Stroga zakonodaja in inšpekcije.		
json	data/panoge.json	panoge.3.bolecine.2	Poročanje v različnih bazah.		
json	data/panoge.json	panoge.3.kljucne_storitve.0	EPR za EE-opremo		
json	data/panoge.json	panoge.3.kljucne_storitve.1	EPR za baterije		
json	data/panoge.json	panoge.3.kljucne_storitve.2	celovito poročanje		
json	data/panoge.json	panoge.3.naziv	Elektronika in elektronske naprave		
json	data/panoge.json	panoge.3.tipicna_velikost	Uvozniki ali distributerji, obveznosti za EE-opremo in baterije.		
json	data/panoge.json	panoge.3.tipicni_odlocevalci.1	pravna služba		
json	data/panoge.json	panoge.4.bolecine.1	Tveganje pri inšpekcijah.		
json	data/panoge.json	panoge.4.bolecine.2	Več tipov embalaže — primarna, sekundarna, transportna.		
json	data/panoge.json	panoge.4.naziv	Farmacija / zdravstvo		
json	data/panoge.json	panoge.4.tipicna_velikost	Visoko regulirano okolje, stroge zahteve po sledljivosti.		
json	data/panoge.json	panoge.5.bolecine.1	Stroški ravnanja in skladiščenja.		
json	data/panoge.json	panoge.5.bolecine.2	ESG poročanje za matično podjetje ali B2B kupce.		
json	data/panoge.json	panoge.5.kljucne_storitve.2	ESG poročanje		
json	data/panoge.json	panoge.5.kljucne_storitve.3	stroji za odpadke		
json	data/panoge.json	panoge.5.naziv	Industrijska proizvodnja		
json	data/panoge.json	panoge.5.tipicna_velikost	Velike količine odpadkov, kompleksni tokovi, lastne lokacije.		
json	data/panoge.json	panoge.6.bolecine.0	Stroge zahteve OEM kupcev po trajnosti in poročanju.		
json	data/panoge.json	panoge.6.bolecine.2	Regionalna prisotnost dobaviteljev.		
json	data/panoge.json	panoge.6.kljucne_storitve.2	sekundarne surovine		
json	data/panoge.json	panoge.6.naziv	Avtomobilska industrija / dobavitelji		
json	data/panoge.json	panoge.6.tipicna_velikost	Tier 1/2 dobavitelji, visoke zahteve velikih OEM-ov.		
json	data/panoge.json	panoge.7.bolecine.0	Bio odpadki, embalaža iz hrane, steklo.		
json	data/panoge.json	panoge.7.bolecine.1	Omejen prostor v kuhinji ali pri vhodu.		
json	data/panoge.json	panoge.7.bolecine.2	Več lokacij pod isto blagovno znamko.		
json	data/panoge.json	panoge.7.naziv	HoReCa / hoteli, restavracije, catering		
json	data/panoge.json	panoge.7.tipicna_velikost	Sezonska nihanja, omejen prostor za odpadke.		
json	data/panoge.json	panoge.8.bolecine.2	Made for Recycling certifikat vse pogosteje zahtevan.		
json	data/panoge.json	panoge.8.bolecine.3	Veliko sezonskih in promocijskih embalaž.		
json	data/panoge.json	panoge.8.kljucne_storitve.1	Made for Recycling		
json	data/panoge.json	panoge.8.kljucne_storitve.2	PPWR svetovanje		
json	data/panoge.json	panoge.8.naziv	Kozmetika / nega / lepota		
json	data/panoge.json	panoge.8.tipicna_velikost	Manjše do srednje podjetje, veliko število SKU-jev, izvoz v EU.		
json	data/panoge.json	panoge.9.bolecine.1	Negativna javna podoba 'fast fashion' — pritisk po krožnih modelih.		
json	data/panoge.json	panoge.9.bolecine.3	Stranke zahtevajo informacije o izvoru in trajnosti.		
json	data/panoge.json	panoge.9.kljucne_storitve.0	EPR shema embalaže		
json	data/panoge.json	panoge.9.kljucne_storitve.1	krožni modeli		
json	data/panoge.json	panoge.9.kljucne_storitve.2	ESG svetovanje		
json	data/panoge.json	panoge.9.kljucne_storitve.3	ravnanje z odpadnim tekstilom		
json	data/panoge.json	panoge.9.naziv	Tekstil / oblačila / moda		
json	data/panoge.json	panoge.9.tipicna_velikost	Različno — od majhnih neodvisnih do srednje velikih verig.		
json	data/predloga-ponudbe.json	_opis	Predloge za hitro generiranje ponudbe. Uredi podatke o podjetju in privzete tekste, da ti ne bo treba pisati od nič.		
json	data/predloga-ponudbe.json	ponudnik.ddv	SI XXXXXXXX		
json	data/predloga-ponudbe.json	ponudnik.kontakt_email	info@interzero.si		
json	data/predloga-ponudbe.json	ponudnik.naslov	Linhartova cesta 6, 1000 Ljubljana, Slovenija		
json	data/predloga-ponudbe.json	ponudnik.naziv	Interzero d.o.o.		
json	data/predloga-ponudbe.json	predloge.0.kaj_potrebujemo_od_stranke.0	Mesečni ali kvartalni podatki o količinah embalaže po materialih.		
json	data/predloga-ponudbe.json	predloge.0.kaj_potrebujemo_od_stranke.1	Letni promet izdelkov za potrebe izračuna stopnje recikliranja.		
json	data/predloga-ponudbe.json	predloge.0.kaj_potrebujemo_od_stranke.2	Pravočasno obveščanje o spremembah v asortimanu.		
json	data/predloga-ponudbe.json	predloge.0.naslov	EPR osnovni paket		
json	data/predloga-ponudbe.json	predloge.0.obseg_storitev.0	Vpis stranke v skupno shemo Interzero.		
json	data/predloga-ponudbe.json	predloge.0.obseg_storitev.1	Mesečno/kvartalno poročanje količin embalaže, dane na trg.		
json	data/predloga-ponudbe.json	predloge.0.obseg_storitev.4	Telefonska in email podpora med delovnim časom.		
json	data/predloga-ponudbe.json	predloge.0.povzetek_resitve	Vključitev v skupno shemo ravnanja z odpadno embalažo, letno poročanje in podpora pri zakonodaji. Vse vaše EPR obveznosti pokrije Interzero, brez dodatne administracije z vaše strani.		
json	data/predloga-ponudbe.json	predloge.1.kaj_potrebujemo_od_stranke.1	Trenutne pogodbe z dosedanjimi izvajalci.		
json	data/predloga-ponudbe.json	predloge.1.kaj_potrebujemo_od_stranke.2	Kontaktna oseba za operativno usklajevanje.		
json	data/predloga-ponudbe.json	predloge.1.naslov	EPR razširjeni paket + ravnanje z odpadki		
json	data/predloga-ponudbe.json	predloge.1.obseg_storitev.0	Vse iz osnovnega paketa EPR.		
json	data/predloga-ponudbe.json	predloge.1.obseg_storitev.2	Periodična optimizacija pretokov odpadkov in stroškov.		
json	data/predloga-ponudbe.json	predloge.1.obseg_storitev.3	Kvartalni pregled stroškov in priložnosti za prihranek.		
json	data/predloga-ponudbe.json	predloge.1.obseg_storitev.4	Podpora pri inšpekcijah, audit pripravljenost, vodenje dokumentacije.		
json	data/predloga-ponudbe.json	predloge.1.povzetek_resitve	Celovita rešitev, ki združuje EPR obveznosti z operativnim ravnanjem z odpadki na vaših lokacijah. En partner za vse — ena pogodba, en kontakt, en račun.		
json	data/predloga-ponudbe.json	predloge.10.kaj_potrebujemo_od_stranke.0	Seznam lokacij in sezonske obremenitve.		
json	data/predloga-ponudbe.json	predloge.10.kaj_potrebujemo_od_stranke.1	Trenutni izvajalci po lokacijah.		
json	data/predloga-ponudbe.json	predloge.10.naslov	HoReCa paket — hoteli, restavracije, catering		
